WKT,name,description
"POLYGON ((106.8509649 -6.2328588, 106.8507288 -6.2330295, 106.8507288 -6.2343306, 106.8518017 -6.2350346, 106.8525527 -6.2356958, 106.85266 -6.2363144, 106.8521021 -6.2380848, 106.8517803 -6.2398126, 106.8523167 -6.2413058, 106.8526171 -6.242095, 106.853926 -6.2420097, 106.8534754 -6.2413484, 106.8530034 -6.2403885, 106.8530034 -6.2395353, 106.8531965 -6.2385754, 106.853411 -6.2379142, 106.8536471 -6.2369756, 106.8535183 -6.2359091, 106.8532608 -6.2347786, 106.8528746 -6.2348639, 106.8527673 -6.2342453, 106.85266 -6.2334987, 106.8517373 -6.2335841, 106.8513726 -6.2336267, 106.8513297 -6.2334134, 106.8512867 -6.2329655, 106.8509649 -6.2328588))",Eco park,
