WKT,name,description
"POLYGON ((106.8894164 -6.3014476, 106.8895451 -6.3049454, 106.8905536 -6.3049454, 106.8905107 -6.3038364, 106.9039647 -6.3034525, 106.9043938 -6.3027273, 106.9044797 -6.3016822, 106.9041793 -6.3009997, 106.9035999 -6.3007651, 106.902012 -6.3007438, 106.9019691 -6.2996561, 106.8986646 -6.2995494, 106.8986003 -6.299784, 106.8971626 -6.2998267, 106.8944375 -6.2999333, 106.8922273 -6.30004, 106.8922488 -6.3016183, 106.8906395 -6.3015756, 106.8904034 -6.3013623, 106.8894164 -6.3014476))",Taman mini,
