WKT,name,description
"LINESTRING (106.8012339 -6.2176036, 106.8019635 -6.2169423, 106.8031865 -6.216729, 106.8038946 -6.2172836, 106.8041451 -6.2177958, 106.804231 -6.2182758, 106.8041344 -6.2190917, 106.8038286 -6.2198383, 106.8036784 -6.2200516, 106.8032332 -6.2202969, 106.8028684 -6.2204249, 106.8023856 -6.2204196, 106.8019028 -6.2202276, 106.8015112 -6.2198649, 106.801302 -6.2196143, 106.8011357 -6.2192677, 106.801066 -6.2188037, 106.801066 -6.2183237, 106.801184 -6.2179184, 106.801361 -6.2175718, 106.801538 -6.2173798)",Gelora bung karno,
